lankomumas_proc,savarankisko_mokymosi_val,streso_lygis,darbo_valandos,miego_valandos,socialiniu_tinklu_val,studiju_vidurkis,dvyliktos_klases_vidurkis,brandos_egzaminas_1,brandos_egzaminas_2,brandos_egzaminas_3,finansinis_stresas,ketinu_mesti_studijas,rizika
80.0,6.0,4.0,31.0,6.0,6.0,7.000000000000002,8.000000000000002,20.0,79.0,69.0,2.0,,0
80.0,6.0,4.0,31.0,6.0,6.0,7.000000000000002,8.000000000000002,74.0,79.0,69.0,2.0,,0
80.0,10.0,2.0,50.0,6.0,7.0,7.000000000000002,8.0,40.0,40.0,40.0,2.0,3.0,0
80.0,10.0,2.0,50.0,6.0,7.0,7.000000000000002,8.0,40.0,40.0,40.0,2.0,3.0,0
80.0,11.0,2.0,21.0,8.0,5.0,7.4,8.200000000000001,75.0,79.0,71.0,4.0,3.0,0
45.0,4.0,4.0,30.0,6.0,7.0,6.500000000000004,8.000000000000002,40.0,43.0,34.0,2.0,4.0,1
45.0,1.0,4.0,31.0,11.0,8.0,6.700000000000003,7.300000000000004,40.0,38.0,37.0,3.0,5.0,1
45.0,4.0,4.0,30.0,6.0,7.0,6.500000000000004,8.000000000000002,40.0,43.0,34.0,2.0,4.0,1
50.0,3.0,4.0,40.0,5.0,6.0,6.500000000000004,8.000000000000002,30.0,73.0,65.0,3.0,,0
20.0,3.0,4.0,40.0,5.0,6.0,6.500000000000004,8.000000000000002,72.0,73.0,65.0,3.0,,0
45.0,3.0,4.0,40.0,5.0,6.0,6.500000000000004,8.000000000000002,72.0,73.0,65.0,3.0,,0
45.0,3.0,4.0,26.0,7.0,6.0,6.500000000000004,8.000000000000002,72.0,73.0,65.0,3.0,,0
80.0,2.0,4.0,31.0,6.0,6.0,7.000000000000002,8.000000000000002,20.0,79.0,30.0,2.0,,0
80.0,6.0,4.0,31.0,6.0,6.0,7.000000000000002,8.000000000000002,20.0,79.0,69.0,2.0,,0
80.0,6.0,4.0,31.0,6.0,6.0,7.000000000000002,8.000000000000002,74.0,79.0,69.0,2.0,,0
80.0,10.0,2.0,50.0,6.0,7.0,7.000000000000002,8.0,40.0,40.0,40.0,2.0,3.0,0
80.0,10.0,2.0,50.0,6.0,7.0,7.000000000000002,8.0,40.0,40.0,40.0,2.0,3.0,0
80.0,11.0,2.0,21.0,8.0,5.0,7.4,8.200000000000001,75.0,79.0,71.0,4.0,3.0,0
48.0,0.0,4.0,36.0,5.0,7.0,5.2,7.5,43.0,22.0,41.0,4.0,4.0,1
69.0,10.0,5.0,21.0,3.0,1.0,7.0,6.0,44.0,68.0,46.0,3.0,5.0,1
47.0,1.0,5.0,44.0,5.0,7.0,5.8,6.1,26.0,40.0,28.0,5.0,4.0,1
69.0,13.0,4.0,8.0,5.0,5.0,5.8,7.1,26.0,63.0,27.0,4.0,4.0,1
45.0,17.0,5.0,3.0,5.0,6.0,5.7,6.5,37.0,45.0,63.0,4.0,5.0,1
63.0,6.0,5.0,49.0,5.0,3.0,7.0,6.8,35.0,64.0,37.0,5.0,4.0,1
64.0,13.0,5.0,34.0,3.0,1.0,6.5,7.9,63.0,27.0,43.0,2.0,4.0,1
27.0,2.0,5.0,30.0,4.0,9.0,6.9,6.3,26.0,28.0,27.0,5.0,4.0,1
42.0,0.0,5.0,41.0,5.0,10.0,6.8,6.3,33.0,22.0,20.0,4.0,5.0,1
33.0,0.0,4.0,44.0,4.0,6.0,5.1,6.1,58.0,68.0,51.0,4.0,5.0,1
58.0,0.0,5.0,40.0,4.0,8.0,6.9,7.7,47.0,21.0,61.0,4.0,5.0,1
45.0,8.0,5.0,30.0,4.0,3.0,7.8,8.3,20.0,46.0,32.0,4.0,5.0,1
27.0,2.0,4.0,34.0,4.0,7.0,5.5,8.4,51.0,51.0,43.0,5.0,5.0,1
31.0,0.0,5.0,46.0,4.0,5.0,7.0,8.4,47.0,42.0,56.0,4.0,4.0,1
41.0,9.0,5.0,31.0,4.0,2.0,6.9,7.9,36.0,57.0,43.0,4.0,4.0,1
20.0,15.0,5.0,32.0,4.0,11.0,5.7,8.1,55.0,38.0,45.0,5.0,4.0,1
51.0,3.0,4.0,30.0,5.0,11.0,6.9,7.7,44.0,69.0,42.0,4.0,4.0,1
46.0,14.0,5.0,35.0,3.0,1.0,6.9,8.2,56.0,51.0,28.0,3.0,4.0,1
55.0,5.0,5.0,39.0,4.0,1.0,7.5,6.4,57.0,59.0,39.0,4.0,4.0,1
44.0,0.0,4.0,47.0,5.0,10.0,6.1,7.6,60.0,55.0,52.0,5.0,4.0,1
39.0,2.0,4.0,30.0,5.0,8.0,6.0,6.7,65.0,49.0,57.0,5.0,5.0,1
27.0,2.0,5.0,31.0,4.0,10.0,6.3,7.2,24.0,67.0,38.0,4.0,4.0,1
66.0,4.0,5.0,48.0,4.0,2.0,6.7,8.4,48.0,68.0,65.0,5.0,5.0,1
72.0,0.0,5.0,2.0,5.0,9.0,6.4,8.3,65.0,43.0,69.0,2.0,5.0,1
75.0,9.0,4.0,25.0,4.0,8.0,7.4,7.8,58.0,48.0,61.0,3.0,5.0,1
74.0,5.0,5.0,41.0,4.0,4.0,7.6,6.2,65.0,35.0,33.0,5.0,5.0,1
47.0,0.0,5.0,48.0,4.0,6.0,6.1,7.5,41.0,68.0,61.0,4.0,5.0,1
56.0,0.0,4.0,41.0,5.0,9.0,5.9,6.5,49.0,66.0,54.0,5.0,5.0,1
52.0,6.0,5.0,29.0,4.0,3.0,7.7,7.1,45.0,56.0,45.0,4.0,5.0,1
58.0,6.0,5.0,35.0,5.0,2.0,6.3,6.6,67.0,44.0,59.0,5.0,5.0,1
44.0,10.0,5.0,22.0,4.0,3.0,7.6,6.9,47.0,24.0,66.0,2.0,4.0,1
69.0,3.0,5.0,50.0,5.0,2.0,7.0,6.9,49.0,56.0,42.0,5.0,4.0,1
43.0,19.0,5.0,9.0,5.0,3.0,6.8,7.3,64.0,23.0,35.0,1.0,4.0,1
67.0,8.0,5.0,31.0,4.0,3.0,7.5,8.0,62.0,56.0,31.0,2.0,4.0,1
83.0,10.0,5.0,28.0,8.0,2.0,5.1,7.7,36.0,45.0,27.0,2.0,4.0,1
73.0,7.0,5.0,28.0,5.0,2.0,7.5,8.3,55.0,44.0,40.0,2.0,5.0,1
48.0,12.0,5.0,22.0,3.0,3.0,7.1,6.6,51.0,43.0,42.0,3.0,5.0,1
66.0,7.0,5.0,57.0,4.0,3.0,6.2,7.3,39.0,67.0,44.0,5.0,4.0,1
66.0,3.0,5.0,43.0,6.0,4.0,6.7,7.7,38.0,66.0,35.0,5.0,4.0,1
44.0,3.0,5.0,33.0,4.0,11.0,6.6,6.2,61.0,58.0,33.0,4.0,4.0,1
42.0,1.0,5.0,40.0,5.0,11.0,5.3,7.5,57.0,26.0,65.0,5.0,5.0,1
46.0,1.0,5.0,34.0,4.0,9.0,5.5,6.9,20.0,41.0,36.0,5.0,5.0,1
13.0,3.0,3.0,30.0,6.0,6.0,7.5,8.3,58.0,22.0,64.0,2.0,4.0,1
39.0,0.0,4.0,38.0,4.0,5.0,6.4,7.0,68.0,44.0,52.0,5.0,4.0,1
53.0,8.0,5.0,44.0,8.0,5.0,5.2,8.3,55.0,54.0,38.0,5.0,5.0,1
53.0,5.0,5.0,22.0,5.0,1.0,7.9,8.4,27.0,57.0,31.0,3.0,4.0,1
47.0,1.0,5.0,37.0,5.0,8.0,6.2,8.4,46.0,36.0,28.0,5.0,4.0,1
77.0,3.0,4.0,48.0,6.0,1.0,7.9,7.8,66.0,44.0,21.0,5.0,4.0,1
76.0,3.0,5.0,57.0,4.0,2.0,7.6,6.4,40.0,45.0,44.0,5.0,5.0,1
62.0,0.0,5.0,43.0,6.0,3.0,6.5,8.2,36.0,24.0,50.0,5.0,5.0,1
32.0,1.0,3.0,36.0,5.0,10.0,6.3,6.5,20.0,64.0,32.0,5.0,4.0,1
57.0,1.0,5.0,42.0,6.0,2.0,7.0,7.9,69.0,31.0,20.0,5.0,4.0,1
69.0,11.0,5.0,36.0,5.0,3.0,7.1,7.6,30.0,58.0,57.0,2.0,5.0,1
59.0,1.0,3.0,29.0,6.0,3.0,8.2,7.4,52.0,43.0,34.0,4.0,4.0,1
56.0,9.0,5.0,23.0,4.0,1.0,7.2,8.5,21.0,32.0,62.0,2.0,4.0,1
42.0,0.0,5.0,45.0,5.0,8.0,5.4,8.2,22.0,46.0,48.0,5.0,5.0,1
58.0,9.0,5.0,24.0,4.0,2.0,6.8,7.4,24.0,60.0,31.0,2.0,4.0,1
33.0,0.0,4.0,38.0,5.0,5.0,6.0,7.3,62.0,67.0,36.0,5.0,4.0,1
66.0,2.0,4.0,54.0,6.0,3.0,6.7,6.6,47.0,42.0,33.0,5.0,4.0,1
53.0,8.0,5.0,38.0,5.0,3.0,7.8,7.3,64.0,37.0,57.0,3.0,4.0,1
44.0,1.0,5.0,36.0,4.0,5.0,5.4,6.3,36.0,32.0,39.0,5.0,4.0,1
37.0,3.0,5.0,31.0,4.0,5.0,6.1,6.7,25.0,45.0,53.0,5.0,4.0,1
25.0,4.0,4.0,30.0,4.0,10.0,5.5,6.6,23.0,49.0,30.0,5.0,4.0,1
73.0,7.0,4.0,57.0,6.0,3.0,6.0,8.5,50.0,25.0,21.0,5.0,4.0,1
88.0,2.0,3.0,48.0,6.0,9.0,7.5,6.7,63.0,24.0,25.0,3.0,5.0,1
59.0,2.0,5.0,39.0,3.0,3.0,7.6,7.5,30.0,55.0,32.0,3.0,4.0,1
29.0,2.0,5.0,39.0,5.0,6.0,5.6,6.3,28.0,36.0,28.0,5.0,4.0,1
54.0,0.0,4.0,41.0,5.0,10.0,6.9,6.5,54.0,54.0,20.0,4.0,5.0,1
68.0,12.0,5.0,30.0,3.0,1.0,6.8,8.1,56.0,24.0,38.0,3.0,5.0,1
43.0,13.0,5.0,32.0,4.0,1.0,7.5,7.8,51.0,57.0,52.0,4.0,5.0,1
64.0,5.0,5.0,20.0,5.0,3.0,7.3,8.3,58.0,25.0,25.0,2.0,4.0,1
54.0,2.0,5.0,39.0,4.0,3.0,7.4,7.9,56.0,46.0,52.0,2.0,4.0,1
49.0,9.0,5.0,29.0,3.0,2.0,7.7,6.9,64.0,43.0,34.0,4.0,5.0,1
23.0,3.0,4.0,31.0,4.0,11.0,6.2,7.4,62.0,46.0,24.0,5.0,5.0,1
47.0,5.0,5.0,22.0,5.0,11.0,5.5,6.3,37.0,44.0,52.0,5.0,4.0,1
61.0,2.0,5.0,50.0,4.0,4.0,6.0,6.4,47.0,50.0,28.0,5.0,4.0,1
61.0,11.0,5.0,20.0,4.0,1.0,8.0,6.5,42.0,20.0,59.0,3.0,5.0,1
28.0,0.0,4.0,38.0,4.0,11.0,5.8,8.3,26.0,37.0,46.0,5.0,5.0,1
43.0,0.0,5.0,49.0,5.0,9.0,6.8,7.5,41.0,45.0,47.0,4.0,4.0,1
56.0,8.0,5.0,28.0,3.0,2.0,7.8,8.5,68.0,26.0,20.0,4.0,4.0,1
38.0,1.0,4.0,42.0,4.0,10.0,6.7,6.7,66.0,69.0,21.0,4.0,4.0,1
49.0,2.0,5.0,33.0,4.0,9.0,5.2,6.9,29.0,38.0,65.0,4.0,4.0,1
72.0,4.0,5.0,52.0,6.0,1.0,6.8,6.6,43.0,42.0,27.0,5.0,4.0,1
52.0,2.0,5.0,49.0,5.0,3.0,6.5,7.5,65.0,62.0,35.0,5.0,4.0,1
60.0,11.0,5.0,35.0,4.0,3.0,7.4,6.5,38.0,67.0,38.0,2.0,4.0,1
21.0,0.0,5.0,34.0,5.0,7.0,5.5,6.9,31.0,39.0,24.0,5.0,4.0,1
58.0,2.0,4.0,46.0,6.0,4.0,7.9,8.2,65.0,42.0,51.0,5.0,4.0,1
33.0,0.0,5.0,42.0,4.0,11.0,5.4,7.1,45.0,48.0,64.0,5.0,5.0,1
45.0,6.0,5.0,29.0,3.0,2.0,6.6,7.6,31.0,42.0,61.0,2.0,4.0,1
50.0,0.0,5.0,41.0,4.0,5.0,6.0,8.1,40.0,47.0,65.0,5.0,4.0,1
20.0,2.0,4.0,33.0,4.0,6.0,5.1,6.7,55.0,68.0,58.0,4.0,5.0,1
64.0,14.0,5.0,21.0,8.0,8.0,5.8,7.3,38.0,54.0,62.0,4.0,5.0,1
82.0,1.0,3.0,8.0,4.0,8.0,7.5,7.8,59.0,61.0,44.0,1.0,4.0,1
54.0,2.0,5.0,53.0,5.0,2.0,7.2,6.8,68.0,36.0,29.0,5.0,5.0,1
51.0,9.0,5.0,38.0,5.0,1.0,7.6,7.6,27.0,44.0,37.0,2.0,4.0,1
45.0,0.0,4.0,44.0,5.0,6.0,6.2,7.4,41.0,26.0,33.0,4.0,4.0,1
47.0,3.0,5.0,37.0,5.0,2.0,6.6,7.3,58.0,36.0,33.0,4.0,4.0,1
53.0,0.0,4.0,40.0,5.0,6.0,6.4,6.8,68.0,23.0,48.0,5.0,5.0,1
72.0,14.0,5.0,31.0,4.0,2.0,6.5,8.5,32.0,32.0,37.0,3.0,5.0,1
56.0,6.0,5.0,51.0,4.0,2.0,7.0,7.5,63.0,66.0,29.0,5.0,4.0,1
91.0,31.0,1.0,1.0,9.0,3.0,8.799999999999999,8.8,81.0,95.0,71.0,1.0,1.0,0
83.0,15.0,2.0,14.0,6.0,3.0,8.4,7.2,70.0,76.0,69.0,1.0,3.0,0
88.0,22.0,3.0,17.0,7.0,2.0,7.8999999999999995,9.0,71.0,76.0,82.0,2.0,1.0,0
85.0,18.0,1.0,21.0,8.0,5.0,8.3,7.5,74.0,70.0,80.0,3.0,1.0,0
86.0,18.0,3.0,16.0,7.0,2.0,7.7,8.0,81.0,79.0,68.0,2.0,1.0,0
90.0,11.0,2.0,10.0,6.0,2.0,7.6,8.8,77.0,79.0,61.0,2.0,2.0,0
89.0,11.0,3.0,19.0,6.0,7.0,7.2,7.1,71.0,74.0,54.0,3.0,1.0,0
92.0,23.0,1.0,8.0,8.0,1.0,10.0,7.5,80.0,94.0,92.0,1.0,1.0,0
82.0,22.0,2.0,13.0,7.0,2.0,9.1,8.5,80.0,81.0,65.0,1.0,3.0,0
82.0,12.0,3.0,26.0,6.0,4.0,8.0,7.3,69.0,72.0,71.0,2.0,1.0,0
90.0,21.0,1.0,21.0,5.0,9.0,9.1,8.5,81.0,78.0,56.0,4.0,2.0,0
99.0,16.0,1.0,11.0,7.0,4.0,8.9,7.3,73.0,72.0,70.0,2.0,1.0,0
92.0,12.0,2.0,17.0,6.0,3.0,8.8,7.0,82.0,60.0,80.0,3.0,1.0,0
96.0,16.0,1.0,4.0,8.0,2.0,9.2,8.5,98.0,72.0,77.0,1.0,1.0,0
100.0,27.0,1.0,14.0,8.0,2.0,10.0,9.3,87.0,92.0,86.0,1.0,2.0,0
89.0,19.0,3.0,10.0,7.0,4.0,8.9,9.0,62.0,73.0,76.0,2.0,1.0,0
50.0,22.0,4.0,37.0,7.0,6.0,9.299999999999999,8.1,62.0,82.0,64.0,1.0,2.0,0
99.0,9.0,1.0,33.0,8.0,9.0,9.4,7.9,81.0,58.0,68.0,2.0,1.0,0
85.0,12.0,3.0,26.0,7.0,3.0,8.5,7.8,53.0,71.0,57.0,3.0,1.0,0
89.0,12.0,3.0,20.0,6.0,2.0,8.6,7.1,73.0,78.0,70.0,1.0,3.0,0
88.0,22.0,2.0,19.0,6.0,5.0,9.1,8.6,69.0,81.0,83.0,2.0,1.0,0
86.0,11.0,2.0,16.0,6.0,4.0,7.5,7.2,68.0,62.0,65.0,1.0,1.0,0
93.0,24.0,2.0,16.0,6.0,2.0,8.9,8.3,68.0,69.0,69.0,2.0,2.0,0
93.0,18.0,1.0,4.0,8.0,2.0,8.9,7.1,82.0,71.0,85.0,1.0,1.0,0
84.0,21.0,2.0,24.0,8.0,2.0,8.4,7.7,61.0,70.0,72.0,1.0,2.0,0
98.0,18.0,2.0,12.0,7.0,2.0,8.7,8.7,87.0,71.0,90.0,1.0,1.0,0
83.0,24.0,3.0,13.0,6.0,4.0,8.899999999999999,7.4,64.0,68.0,69.0,3.0,2.0,0
87.0,11.0,3.0,25.0,7.0,6.0,8.4,7.0,65.0,52.0,54.0,2.0,1.0,0
91.0,31.0,2.0,7.0,7.0,4.0,10.0,9.4,76.0,98.0,97.0,2.0,1.0,0
82.0,14.0,2.0,17.0,7.0,4.0,7.7,7.8,61.0,68.0,60.0,2.0,1.0,0
94.0,10.0,3.0,19.0,7.0,2.0,7.9,8.2,81.0,61.0,76.0,3.0,3.0,0
88.0,16.0,2.0,24.0,8.0,4.0,7.8,8.9,70.0,83.0,72.0,3.0,1.0,0
81.0,7.0,3.0,19.0,6.0,6.0,7.2,9.3,50.0,51.0,56.0,3.0,1.0,0
100.0,32.0,2.0,9.0,7.0,4.0,10.0,9.2,87.0,71.0,78.0,2.0,1.0,0
88.0,7.0,3.0,20.0,7.0,7.0,8.4,7.3,52.0,68.0,68.0,2.0,3.0,0
81.0,19.0,2.0,23.0,7.0,3.0,8.4,8.7,71.0,66.0,61.0,3.0,1.0,0
100.0,25.0,1.0,11.0,8.0,1.0,10.0,7.4,96.0,78.0,73.0,1.0,2.0,0
79.0,8.0,3.0,33.0,9.0,9.0,8.9,9.2,60.0,83.0,57.0,3.0,1.0,0
91.0,15.0,2.0,14.0,7.0,1.0,9.4,8.4,98.0,81.0,73.0,1.0,3.0,0
80.0,11.0,2.0,20.0,8.0,4.0,8.6,7.6,63.0,75.0,83.0,1.0,2.0,0
88.0,20.0,3.0,17.0,6.0,4.0,7.8,7.8,67.0,80.0,74.0,1.0,2.0,0
84.0,7.0,2.0,20.0,7.0,5.0,7.4,9.0,66.0,65.0,55.0,3.0,1.0,0
81.0,10.0,1.0,31.0,7.0,5.0,8.2,8.2,56.0,65.0,56.0,1.0,3.0,0
99.0,20.0,2.0,10.0,7.0,1.0,10.0,8.9,84.0,78.0,78.0,2.0,1.0,0
84.0,10.0,2.0,20.0,7.0,7.0,7.2,8.5,68.0,70.0,63.0,3.0,2.0,0
84.0,19.0,4.0,31.0,6.0,1.0,8.6,8.4,71.0,83.0,73.0,3.0,1.0,0
84.0,21.0,2.0,17.0,8.0,5.0,8.9,8.9,63.0,77.0,78.0,1.0,1.0,0
95.0,18.0,2.0,3.0,7.0,1.0,9.3,8.0,96.0,90.0,70.0,2.0,2.0,0
92.0,28.0,2.0,4.0,7.0,1.0,10.0,8.1,77.0,82.0,88.0,2.0,3.0,0
84.0,15.0,2.0,22.0,7.0,2.0,7.6,8.0,62.0,82.0,75.0,2.0,1.0,0
